label,type,threshold_value,elapsed_s,vessel_seeds_correct,vessel_seeds_total,bg_seeds_correct,bg_seeds_total,pred_gt_dice,pred_gt_cldice,pred_gt_iou,pred_gt_precision,pred_gt_recall,pred_gt_vol,tp,fp,tn,fn,gt_voxels,pred_voxels,cl_len_gt_mm,cl_len_pred_mm,cl_match_pred_mm
threshold_57,threshold,57,0.00,9,9,0,7,0.0029,0.0015,0.0014,0.0014,1.0000,694.359,15954,11061847,74,0,15954,11077801,5.29,660.88,0.49
threshold_59,threshold,59,0.00,9,9,0,7,0.0029,0.0013,0.0014,0.0014,1.0000,694.354,15954,11061762,159,0,15954,11077716,5.29,804.56,0.52
threshold_61,threshold,61,0.00,9,9,0,7,0.0029,0.0015,0.0014,0.0014,1.0000,694.345,15954,11061634,287,0,15954,11077588,5.29,880.21,0.65
threshold_63,threshold,63,0.00,9,9,0,7,0.0029,0.0014,0.0014,0.0014,1.0000,694.336,15954,11061488,433,0,15954,11077442,5.29,902.71,0.65
threshold_65,threshold,65,0.00,9,9,0,7,0.0029,0.0014,0.0014,0.0014,1.0000,694.326,15954,11061328,593,0,15954,11077282,5.29,913.98,0.64
threshold_67,threshold,67,0.00,9,9,0,7,0.0029,0.0014,0.0014,0.0014,1.0000,694.313,15954,11061123,798,0,15954,11077077,5.29,922.99,0.66
threshold_69,threshold,69,0.00,9,9,0,7,0.0029,0.0014,0.0014,0.0014,1.0000,694.300,15954,11060916,1005,0,15954,11076870,5.29,927.66,0.66
threshold_71,threshold,71,0.00,9,9,0,7,0.0029,0.0015,0.0014,0.0014,1.0000,694.287,15954,11060695,1226,0,15954,11076649,5.29,923.87,0.68
threshold_73,threshold,73,0.00,9,9,0,7,0.0029,0.0014,0.0014,0.0014,1.0000,694.269,15954,11060419,1502,0,15954,11076373,5.29,931.30,0.65
threshold_75,threshold,75,0.00,9,9,0,7,0.0029,0.0014,0.0014,0.0014,1.0000,694.252,15954,11060138,1783,0,15954,11076092,5.29,934.27,0.64
threshold_77,threshold,77,0.00,9,9,0,7,0.0029,0.0014,0.0014,0.0014,1.0000,694.233,15954,11059842,2079,0,15954,11075796,5.29,933.68,0.67
threshold_79,threshold,79,0.00,9,9,0,7,0.0029,0.0015,0.0014,0.0014,1.0000,694.214,15954,11059542,2379,0,15954,11075496,5.29,941.67,0.68
threshold_81,threshold,81,0.00,9,9,0,7,0.0029,0.0015,0.0014,0.0014,1.0000,694.194,15954,11059216,2705,0,15954,11075170,5.29,944.64,0.72
threshold_83,threshold,83,0.00,9,9,0,7,0.0029,0.0016,0.0014,0.0014,1.0000,694.172,15954,11058859,3062,0,15954,11074813,5.29,940.34,0.75
threshold_85,threshold,85,0.00,9,9,0,7,0.0029,0.0015,0.0014,0.0014,1.0000,694.147,15954,11058468,3453,0,15954,11074422,5.29,938.50,0.71
threshold_87,threshold,87,0.00,9,9,0,7,0.0029,0.0014,0.0014,0.0014,1.0000,694.120,15954,11058038,3883,0,15954,11073992,5.29,942.16,0.68
threshold_89,threshold,89,0.00,9,9,0,7,0.0029,0.0015,0.0014,0.0014,1.0000,694.092,15954,11057589,4332,0,15954,11073543,5.29,946.95,0.70
threshold_91,threshold,91,0.00,9,9,0,7,0.0029,0.0015,0.0014,0.0014,1.0000,694.063,15954,11057131,4790,0,15954,11073085,5.29,944.67,0.73
threshold_93,threshold,93,0.00,9,9,0,7,0.0029,0.0016,0.0014,0.0014,1.0000,694.028,15954,11056569,5352,0,15954,11072523,5.29,946.42,0.76
threshold_95,threshold,95,0.00,9,9,0,7,0.0029,0.0016,0.0014,0.0014,1.0000,693.992,15954,11055990,5931,0,15954,11071944,5.29,949.56,0.78
threshold_97,threshold,97,0.00,9,9,0,7,0.0029,0.0016,0.0014,0.0014,1.0000,693.954,15954,11055390,6531,0,15954,11071344,5.29,958.25,0.75
threshold_99,threshold,99,0.00,9,9,0,7,0.0029,0.0016,0.0014,0.0014,1.0000,693.912,15954,11054717,7204,0,15954,11070671,5.29,959.55,0.75
threshold_101,threshold,101,0.00,9,9,0,7,0.0029,0.0018,0.0014,0.0014,1.0000,693.864,15954,11053959,7962,0,15954,11069913,5.29,1082.28,0.99
threshold_103,threshold,103,0.00,9,9,0,7,0.0029,0.0028,0.0014,0.0014,1.0000,693.810,15954,11053098,8823,0,15954,11069052,5.29,1719.26,2.39
threshold_105,threshold,105,0.00,9,9,0,7,0.0029,0.0021,0.0014,0.0014,1.0000,693.713,15954,11051536,10385,0,15954,11067490,5.29,3458.38,3.70
threshold_107,threshold,107,0.00,9,9,0,7,0.0029,0.0026,0.0014,0.0014,1.0000,693.440,15954,11047188,14733,0,15954,11063142,5.29,5811.80,7.70
threshold_109,threshold,109,0.00,9,9,0,7,0.0029,0.0029,0.0014,0.0014,1.0000,692.350,15954,11029804,32117,0,15954,11045758,5.29,8750.42,12.67
threshold_111,threshold,111,0.00,9,9,1,7,0.0029,0.0032,0.0015,0.0015,1.0000,688.462,15954,10967775,94146,0,15954,10983729,5.29,11589.65,18.44
threshold_113,threshold,113,0.00,9,9,1,7,0.0029,0.0034,0.0015,0.0015,0.9999,677.213,15953,10788307,273614,1,15954,10804260,5.29,13421.99,22.60
threshold_115,threshold,115,0.00,9,9,1,7,0.0031,0.0037,0.0015,0.0015,0.9997,651.128,15949,10372141,689780,5,15954,10388090,5.29,13300.43,24.77
threshold_117,threshold,117,0.00,9,9,1,7,0.0033,0.0046,0.0017,0.0017,0.9986,601.325,15931,9577603,1484318,23,15954,9593534,5.29,9668.81,22.46
threshold_119,threshold,119,0.00,9,9,2,7,0.0038,0.0048,0.0019,0.0019,0.9959,523.009,15888,8328201,2733720,66,15954,8344089,5.29,4774.10,11.59
threshold_121,threshold,121,0.00,9,9,4,7,0.0047,0.0053,0.0024,0.0024,0.9905,420.353,15802,6690511,4371410,152,15954,6706313,5.29,2611.58,6.95
threshold_123,threshold,123,0.00,9,9,6,7,0.0063,0.0075,0.0032,0.0032,0.9791,307.563,15621,4891244,6170677,333,15954,4906865,5.29,1943.42,7.28
threshold_125,threshold,125,0.00,9,9,7,7,0.0094,0.0092,0.0047,0.0047,0.9587,203.036,15295,3223943,7837978,659,15954,3239238,5.29,1436.74,6.61
threshold_127,threshold,127,0.00,9,9,7,7,0.0153,0.0135,0.0077,0.0077,0.9240,120.019,14741,1900050,9161871,1213,15954,1914791,5.29,950.71,6.47
threshold_129,threshold,129,0.00,9,9,7,7,0.0269,0.0204,0.0136,0.0137,0.8705,63.647,13888,1001536,10060385,2066,15954,1015424,5.29,547.90,5.65
threshold_131,threshold,131,0.00,9,9,7,7,0.0509,0.0351,0.0261,0.0263,0.8017,30.499,12790,473795,10588126,3164,15954,486585,5.29,283.73,5.08
threshold_133,threshold,133,0.00,9,9,7,7,0.0983,0.0652,0.0517,0.0528,0.7199,13.646,11486,206227,10855694,4468,15954,217713,5.29,136.79,4.64
threshold_135,threshold,135,0.00,9,9,7,7,0.1803,0.1194,0.0991,0.1053,0.6276,5.960,10012,85072,10976849,5942,15954,95084,5.29,62.42,4.03
threshold_137,threshold,137,0.00,9,9,7,7,0.2849,0.2108,0.1661,0.1950,0.5282,2.708,8427,34779,11027142,7527,15954,43206,5.29,28.22,3.50
threshold_139,threshold,139,0.00,9,9,7,7,0.3647,0.3298,0.2230,0.3151,0.4328,1.374,6905,15012,11046909,9049,15954,21917,5.29,13.41,3.01
threshold_141,threshold,141,0.00,9,9,7,7,0.3861,0.4487,0.2393,0.4394,0.3444,0.784,5495,7012,11054909,10459,15954,12507,5.29,6.74,2.57
threshold_143,threshold,143,0.00,8,9,7,7,0.3539,0.4715,0.2150,0.5371,0.2639,0.491,4210,3629,11058292,11744,15954,7839,5.29,4.09,2.05
threshold_145,threshold,145,0.00,8,9,7,7,0.3025,0.4359,0.1782,0.6177,0.2003,0.324,3196,1978,11059943,12758,15954,5174,5.29,2.80,1.69
threshold_147,threshold,147,0.00,8,9,7,7,0.2438,0.3819,0.1388,0.6867,0.1482,0.216,2365,1079,11060842,13589,15954,3444,5.29,1.96,1.28
threshold_149,threshold,149,0.00,8,9,7,7,0.1922,0.3205,0.1063,0.7562,0.1101,0.146,1756,566,11061355,14198,15954,2322,5.29,1.36,1.00
threshold_151,threshold,151,0.00,6,9,7,7,0.1502,0.2648,0.0812,0.8177,0.0827,0.101,1319,294,11061627,14635,15954,1613,5.29,0.89,0.71
threshold_153,threshold,153,0.00,6,9,7,7,0.1159,0.2200,0.0615,0.8663,0.0621,0.072,991,153,11061768,14963,15954,1144,5.29,0.71,0.62
threshold_155,threshold,155,0.00,4,9,7,7,0.0900,0.1870,0.0471,0.8915,0.0474,0.053,756,92,11061829,15198,15954,848,5.29,0.49,0.40
threshold_157,threshold,157,0.00,4,9,7,7,0.0696,0.1488,0.0361,0.9188,0.0362,0.039,577,51,11061870,15377,15954,628,5.29,0.38,0.32
threshold_159,threshold,159,0.00,4,9,7,7,0.0527,0.1069,0.0270,0.9536,0.0271,0.028,432,21,11061900,15522,15954,453,5.29,0.34,0.31
threshold_161,threshold,161,0.00,4,9,7,7,0.0406,0.0802,0.0207,0.9678,0.0207,0.021,331,11,11061910,15623,15954,342,5.29,0.23,0.21
threshold_163,threshold,163,0.00,3,9,7,7,0.0323,0.0529,0.0164,0.9740,0.0164,0.017,262,7,11061914,15692,15954,269,5.29,0.14,0.14
threshold_165,threshold,165,0.00,3,9,7,7,0.0251,0.0421,0.0127,0.9854,0.0127,0.013,203,3,11061918,15751,15954,206,5.29,0.12,0.11
threshold_167,threshold,167,0.00,3,9,7,7,0.0201,0.0378,0.0102,0.9939,0.0102,0.010,162,1,11061920,15792,15954,163,5.29,0.08,0.08
threshold_169,threshold,169,0.00,3,9,7,7,0.0139,0.0291,0.0070,1.0000,0.0070,0.007,112,0,11061921,15842,15954,112,5.29,0.07,0.07
threshold_171,threshold,171,0.00,3,9,7,7,0.0116,0.0246,0.0058,1.0000,0.0058,0.006,93,0,11061921,15861,15954,93,5.29,0.08,0.08
threshold_173,threshold,173,0.00,2,9,7,7,0.0092,0.0202,0.0046,1.0000,0.0046,0.005,74,0,11061921,15880,15954,74,5.29,0.07,0.07
threshold_175,threshold,175,0.00,2,9,7,7,0.0076,0.0180,0.0038,1.0000,0.0038,0.004,61,0,11061921,15893,15954,61,5.29,0.04,0.04
threshold_177,threshold,177,0.00,2,9,7,7,0.0058,0.0135,0.0029,1.0000,0.0029,0.003,46,0,11061921,15908,15954,46,5.29,0.02,0.02
threshold_179,threshold,179,0.00,2,9,7,7,0.0044,0.0135,0.0022,1.0000,0.0022,0.002,35,0,11061921,15919,15954,35,5.29,0.02,0.02
threshold_181,threshold,181,0.00,1,9,7,7,0.0040,0.0135,0.0020,1.0000,0.0020,0.002,32,0,11061921,15922,15954,32,5.29,0.02,0.02
threshold_183,threshold,183,0.00,1,9,7,7,0.0034,0.0113,0.0017,1.0000,0.0017,0.002,27,0,11061921,15927,15954,27,5.29,0.02,0.02
threshold_185,threshold,185,0.00,1,9,7,7,0.0023,0.0090,0.0011,1.0000,0.0011,0.001,18,0,11061921,15936,15954,18,5.29,0.02,0.02
threshold_187,threshold,187,0.00,0,9,7,7,0.0018,0.0068,0.0009,1.0000,0.0009,0.001,14,0,11061921,15940,15954,14,5.29,0.02,0.02
threshold_189,threshold,189,0.00,0,9,7,7,0.0010,0.0068,0.0005,1.0000,0.0005,0.001,8,0,11061921,15946,15954,8,5.29,0.02,0.02
threshold_191,threshold,191,0.00,0,9,7,7,0.0009,0.0068,0.0004,1.0000,0.0004,0.000,7,0,11061921,15947,15954,7,5.29,0.02,0.02
threshold_193,threshold,193,0.00,0,9,7,7,0.0004,0.0045,0.0002,1.0000,0.0002,0.000,3,0,11061921,15951,15954,3,5.29,0.02,0.02
threshold_195,threshold,195,0.00,0,9,7,7,0.0003,0.0045,0.0001,1.0000,0.0001,0.000,2,0,11061921,15952,15954,2,5.29,0.01,0.01
threshold_197,threshold,197,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_199,threshold,199,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_201,threshold,201,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_203,threshold,203,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_205,threshold,205,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_207,threshold,207,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_209,threshold,209,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_211,threshold,211,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_213,threshold,213,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_215,threshold,215,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_217,threshold,217,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_219,threshold,219,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_221,threshold,221,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_223,threshold,223,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_225,threshold,225,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_227,threshold,227,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_229,threshold,229,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_231,threshold,231,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_233,threshold,233,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_235,threshold,235,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_237,threshold,237,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_239,threshold,239,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_241,threshold,241,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_243,threshold,243,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_245,threshold,245,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_247,threshold,247,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_249,threshold,249,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_251,threshold,251,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
threshold_253,threshold,253,0.00,0,9,7,7,0.0000,0.0000,0.0000,nan,0.0000,0.000,0,0,11061921,15954,15954,0,5.29,0.00,0.00
